일련번호,이름,생년,생월,생일,성별,나이,거주시도,휴대폰,학력,혼인여부,주거형태,직업종류코드,직업종류,월소득액,고객등급코드,월 카드 이용 총 금액,신용카드 일시불 이용금액,신용카드 할부 이용금액 합,총 대출 금액,신용등급,개설 카드 개수
3672,군민희,1976,7,30,남,43,서울특별시,010-9909-1723,중졸,비혼,자가소유,2,전문직,47117757,0,90000,28000,11000,55560000,10,6
3673,모혜선,1965,11,21,남,54,제주특별자치도,010-8411-1785,중졸,이혼,가족소유,3,자영업,31583819,0,60000,17000,8000,48890000,6,6
3674,상회창,1950,7,4,남,69,경기도,010-9801-2586,박사,재혼,가족소유,7,학생,365552,0,60000,10000,4000,50710000,3,9
3675,미제성,1973,5,15,남,46,대구광역시,010-5322-4202,대졸,미혼,전세,6,주부,264886701,1,60000,17000,5000,53570000,6,8
3676,하민희,1976,5,27,여,43,세종특별자치시,010-3702-4463,석사,미혼,가족소유,0,NULL,254195581,2,60000,12000,8000,58270000,3,4
3677,묘리내,1960,8,28,남,59,광주광역시,010-9040-1563,초대졸,기혼,전세,0,NULL,261396999,0,40000,10000,4000,55140000,7,5
3678,근예희,1960,4,15,남,59,대구광역시,010-4482-4925,초대졸,재혼,자가소유,7,학생,100354671,2,60000,11000,2000,54080000,5,2
3679,누진호,1994,10,15,여,25,전라북도,010-1902-6278,초대졸,이혼,자가소유,1,회사원,211931935,0,50000,11000,9000,55790000,2,0
3680,남승호,1952,1,10,남,67,전라남도,010-8841-5279,초졸,이혼,가족소유,3,자영업,246452922,1,60000,13000,4000,58870000,1,6
3681,장종덕,1979,6,6,남,40,인천광역시,010-8254-5353,석사,기혼,자가소유,8,무직,83671751,3,60000,18000,6000,59140000,9,8
3682,선나리,1963,4,12,여,56,광주광역시,010-1982-4342,박사,이혼,가족소유,8,무직,206813209,1,60000,11000,3000,58590000,8,2
3683,주희진,1953,7,3,여,66,대구광역시,010-6154-4955,대졸,사별,전세,8,무직,46613619,1,50000,8000,5000,58210000,4,5
3684,엽경주,1953,1,7,여,66,서울특별시,010-2833-3439,초대졸,재혼,전세,3,자영업,122767955,3,60000,11000,7000,56260000,7,6
3685,태지성,1979,5,9,여,40,서울특별시,010-0243-8020,석사,비혼,가족소유,3,자영업,145224401,0,70000,10000,2000,60430000,5,6
3686,선병호,1946,2,16,여,73,경기도,010-3507-3539,초졸,비혼,가족소유,0,NULL,20268919,0,50000,12000,1000,59710000,4,0
3687,성수철,1964,8,6,남,55,강원도,010-6280-3129,초대졸,기혼,가족소유,3,자영업,296786525,0,60000,19000,2000,113150000,5,1
3688,초윤서,1957,11,24,여,62,제주특별자치도,010-1809-6048,초졸,비혼,월세,7,학생,37165276,0,70000,19000,15000,112530000,3,7
3689,좌종덕,1965,4,10,남,54,경기도,010-3276-7748,박사,미혼,월세,8,무직,8155167,1,70000,25000,9000,108470000,4,3
3690,추월영,1974,1,5,남,45,대구광역시,010-8580-5099,초졸,재혼,월세,6,주부,111809692,0,60000,18000,6000,110380000,7,1
3691,추효신,1966,12,30,여,53,전라북도,010-4075-4417,대졸,사별,월세,8,무직,192870542,1,60000,18000,3000,63700000,5,0
3692,목윤성,1960,9,14,남,59,서울특별시,010-9732-2121,초대졸,기혼,전세,2,전문직,159848667,2,70000,21000,5000,62270000,6,5
3693,천대종,1978,4,7,여,41,경기도,010-0257-1029,대졸,기혼,전세,0,NULL,12441265,3,70000,17000,10000,61770000,2,9
3694,근하얀,1969,11,6,여,50,인천광역시,010-4056-8347,초졸,사별,가족소유,3,자영업,105824480,1,60000,20000,9000,60560000,7,4
3695,모승희,1973,8,16,남,46,서울특별시,010-6838-4740,박사,미혼,자가소유,7,학생,77755420,0,70000,17000,10000,59620000,7,3
3696,후철훈,1963,2,15,여,56,광주광역시,010-0424-4799,고졸,사실혼,가족소유,3,자영업,105568,0,70000,15000,7000,60700000,3,1
3697,난은혜,1958,5,3,남,61,서울특별시,010-9116-7962,고졸,기혼,전세,0,NULL,167618448,0,60000,12000,4000,58980000,5,5
3698,아원준,1954,6,29,남,65,전라남도,010-8136-5223,고졸,미혼,월세,3,자영업,627437,0,40000,9000,2000,71070000,9,9
3699,한용석,1952,12,8,남,67,광주광역시,010-0161-5387,고졸,기혼,전세,8,무직,203464187,0,40000,5000,1000,67610000,8,7
3700,아민희,1972,4,24,남,47,대구광역시,010-0646-8832,고졸,사실혼,월세,2,전문직,184495178,3,40000,9000,1000,67640000,9,1
3701,팽승기,1954,4,29,남,65,충청북도,010-3192-2890,초대졸,이혼,전세,3,자영업,200889848,1,50000,7000,1000,62980000,3,5
3702,시영아,1958,7,21,여,61,경상북도,010-5283-0706,석사,기혼,자가소유,0,NULL,280746361,0,50000,9000,1000,61250000,4,3
3703,종율성,1937,4,7,여,82,인천광역시,010-0485-1017,대졸,재혼,가족소유,1,회사원,205295208,0,40000,9000,3000,58860000,10,7
3704,어상철,1947,12,21,여,72,서울특별시,010-8073-4050,석사,비혼,자가소유,6,주부,200410532,2,50000,7000,4000,59790000,4,6
3705,엄리내,1965,9,20,남,54,부산광역시,010-1315-9663,초졸,사실혼,월세,3,자영업,273631263,0,50000,10000,3000,58240000,2,7
3706,노태형,1952,3,28,남,67,울산광역시,010-1988-8183,석사,재혼,전세,6,주부,244819830,1,50000,10000,3000,57970000,3,8
3707,송영일,1953,10,2,여,66,경기도,010-6212-5447,중졸,이혼,자가소유,3,자영업,192129716,0,40000,8000,4000,57950000,5,4
3708,정순영,1968,7,28,여,51,서울특별시,010-6657-3202,중졸,기혼,가족소유,0,NULL,145895536,1,40000,8000,1000,57360000,4,8
3709,천정순,1953,12,13,남,66,충청북도,010-3494-9771,초졸,재혼,월세,1,회사원,11514338,2,50000,8000,5000,57190000,5,6
3710,어효조,1955,1,10,여,64,광주광역시,010-7426-5768,대졸,미혼,가족소유,3,자영업,231794838,0,40000,11000,3000,66710000,1,3
3711,구현정,1974,7,12,남,45,서울특별시,010-2907-7797,초졸,사실혼,자가소유,8,무직,92578637,1,40000,9000,4000,63770000,1,0
3712,추소라,1952,11,16,여,67,제주특별자치도,010-0985-7206,대졸,미혼,가족소유,6,주부,25363462,3,50000,10000,2000,64070000,10,7
3713,사용석,1952,2,3,남,67,대전광역시,010-7446-9946,대졸,이혼,전세,0,NULL,167941414,3,50000,16000,3000,62460000,8,0
3714,홍의철,1970,3,30,남,49,전라남도,010-5519-0279,중졸,이혼,가족소유,3,자영업,116148381,1,50000,9000,2000,62420000,6,5
3715,성희창,1946,6,30,남,73,강원도,010-9232-6050,석사,이혼,가족소유,8,무직,156841684,0,40000,11000,5000,61190000,10,1
3716,엄윤서,1972,3,7,남,47,대전광역시,010-4931-1941,초졸,재혼,가족소유,7,학생,161554418,0,50000,10000,3000,60280000,9,9
3717,나희진,1957,2,6,남,62,제주특별자치도,010-6479-8491,초졸,비혼,자가소유,3,자영업,12453877,0,50000,9000,4000,58820000,5,6
3718,연승환,1970,12,15,남,49,충청북도,010-4665-2465,대졸,미혼,자가소유,6,주부,100494367,2,50000,11000,5000,57200000,8,1
3719,옥태민,1964,8,2,여,55,전라남도,010-7414-2201,중졸,이혼,자가소유,6,주부,7499881,0,50000,11000,5000,56960000,9,7
3720,맹민종,1951,2,20,남,68,경상북도,010-9874-5306,초대졸,기혼,가족소유,3,자영업,129125608,0,50000,11000,5000,57550000,5,4
3721,선민익,1975,5,13,여,44,서울특별시,010-7081-2385,초대졸,기혼,자가소유,6,주부,281633160,1,50000,20000,3000,33590000,10,6
3722,우천희,1974,9,14,여,45,경기도,010-7840-1199,석사,재혼,자가소유,3,자영업,198544,0,30000,12000,1000,33290000,8,8
3723,정로운,1970,9,22,남,49,전라북도,010-4677-7034,대졸,기혼,월세,3,자영업,262563366,0,30000,10000,2000,33190000,7,7
3724,권태일,1979,9,10,남,40,제주특별자치도,010-9528-2771,대졸,기혼,자가소유,6,주부,234914603,1,40000,16000,4000,33630000,6,7
3725,매정철,1970,5,14,여,49,제주특별자치도,010-8839-0204,초졸,사실혼,가족소유,3,자영업,117557677,0,40000,13000,2000,31290000,10,6
3726,애민철,1951,2,22,남,68,대전광역시,010-9970-9291,대졸,이혼,가족소유,0,NULL,266378725,0,40000,14000,1000,31280000,4,6
3727,성민국,1954,4,5,남,65,대전광역시,010-8201-0739,석사,미혼,전세,6,주부,207391378,0,40000,14000,1000,30780000,8,3
3728,추효민,1955,12,12,여,64,제주특별자치도,010-8498-1171,석사,사별,가족소유,8,무직,198408537,1,40000,15000,2000,31670000,8,3
3729,개지헌,1978,1,26,여,41,제주특별자치도,010-2286-5249,석사,이혼,가족소유,0,NULL,87124590,0,50000,13000,1000,30600000,4,1
3730,차혜수,1964,4,20,남,55,대전광역시,010-8505-8632,대졸,기혼,자가소유,3,자영업,139413401,0,30000,13000,2000,31120000,4,4
3731,함건호,1974,12,27,남,45,대전광역시,010-2296-6573,중졸,이혼,자가소유,0,NULL,201689199,0,40000,14000,4000,30850000,7,7
3732,용희섭,1967,12,20,여,52,경기도,010-1137-3355,초졸,기혼,전세,1,회사원,295790483,0,40000,12000,5000,30400000,4,9
3733,예아영,1976,3,30,남,43,경기도,010-8352-9026,박사,사실혼,가족소유,0,NULL,3662739,1,40000,13000,2000,30810000,5,6
3734,춘하얀,1952,10,7,남,67,서울특별시,010-9138-9969,석사,이혼,가족소유,1,회사원,126859826,0,50000,17000,5000,32370000,8,2
3735,대희진,1977,7,31,여,42,전라북도,010-1620-4627,초대졸,비혼,월세,1,회사원,1594822,2,40000,13000,1000,32310000,5,6
3736,화현호,1960,10,7,여,59,대전광역시,010-4763-0499,초대졸,비혼,월세,7,학생,285974980,1,40000,15000,3000,32480000,6,2
3737,당미주,1976,5,15,남,43,경상남도,010-7575-3493,박사,미혼,가족소유,3,자영업,257782131,0,50000,22000,3000,35150000,6,3
3738,애지완,1973,5,24,여,46,울산광역시,010-7582-8018,초졸,재혼,전세,3,자영업,4413348,0,50000,24000,6000,34870000,9,6
3739,필숙자,1944,6,24,여,75,대구광역시,010-1129-0270,초대졸,사실혼,가족소유,6,주부,51605589,0,40000,15000,3000,35170000,5,8
3740,여일목,1958,12,24,남,61,경기도,010-9860-0107,초대졸,비혼,월세,0,NULL,247925263,0,40000,14000,3000,32230000,1,9
3741,옥진아,1979,1,25,남,40,경기도,010-8908-2693,초졸,기혼,자가소유,0,NULL,3173523,1,50000,24000,2000,32320000,4,1
3742,개의정,1970,3,5,남,49,경기도,010-0183-0600,초대졸,이혼,자가소유,7,학생,143564679,1,50000,12000,5000,33100000,3,5
3743,난의철,1957,3,26,남,62,인천광역시,010-3859-1217,중졸,사별,자가소유,0,NULL,240659682,2,40000,10000,5000,32670000,6,1
3744,누윤도,1946,11,8,남,73,대전광역시,010-3724-3253,초대졸,기혼,자가소유,8,무직,261923392,0,40000,13000,2000,34650000,5,1
3745,홍신욱,1952,2,1,여,67,충청남도,010-1335-2373,석사,재혼,월세,6,주부,132149212,0,40000,10000,4000,27060000,3,0
3746,춘상은,1978,6,9,여,41,울산광역시,010-5345-6517,박사,사실혼,자가소유,3,자영업,197760,0,20000,3000,1000,26810000,8,3
3747,판유정,1943,10,30,남,76,경상북도,010-5980-4253,초대졸,이혼,자가소유,3,자영업,6732658,0,20000,4000,2000,26880000,9,8
3748,탁경주,1972,6,24,여,47,경상북도,010-5505-4816,초졸,미혼,전세,3,자영업,11239939,1,20000,5000,1000,28050000,8,7
3749,야세현,1961,9,4,여,58,충청남도,010-7881-7088,중졸,사별,가족소유,0,NULL,65509376,1,30000,5000,3000,26350000,10,4
3750,돈성혁,1952,9,16,남,67,광주광역시,010-1761-8653,석사,사별,가족소유,3,자영업,19770951,0,30000,6000,2000,25630000,6,0
3751,신미주,1952,12,28,여,67,대구광역시,010-8465-3941,석사,사별,자가소유,3,자영업,14370,0,20000,7000,2000,24040000,10,5
3752,나기쁨,1970,7,27,남,49,울산광역시,010-4210-7433,초대졸,사별,전세,0,NULL,20279791,2,30000,4000,1000,24950000,7,4
3753,호세진,1972,5,1,남,47,광주광역시,010-0278-2545,초대졸,비혼,자가소유,3,자영업,178682850,0,20000,6000,2000,25420000,2,1
3754,전인성,2002,1,25,여,17,강원도,010-7438-7534,대졸,이혼,월세,3,자영업,2393151,1,40000,6000,3000,24880000,7,6
3755,저보규,1979,8,18,남,40,경기도,010-9767-4357,대졸,사별,가족소유,3,자영업,99644284,0,30000,6000,3000,25220000,7,9
3756,음우혁,1957,6,25,남,62,제주특별자치도,010-3927-6529,대졸,재혼,월세,8,무직,24465483,0,30000,7000,2000,26960000,5,8
3757,형현정,2011,3,13,남,8,울산광역시,010-7172-2366,대졸,사별,가족소유,6,주부,6885741,1,30000,5000,2000,26840000,5,6
3758,난월영,1950,2,15,남,69,경상북도,010-2307-7183,초졸,사별,전세,8,무직,10164678,0,30000,6000,4000,28800000,7,6
3759,맹주상,1955,9,23,남,64,충청남도,010-3246-5653,대졸,이혼,전세,7,학생,251655147,1,20000,8000,2000,28360000,5,0
3760,장단비,1934,4,27,여,85,대구광역시,010-6196-1866,박사,비혼,자가소유,6,주부,13718931,0,30000,6000,6000,28010000,1,4
3761,최상은,1934,2,18,남,85,광주광역시,010-3318-5119,대졸,사별,자가소유,0,NULL,22587661,0,30000,5000,2000,27510000,3,4
3762,교주엽,1947,6,30,여,72,광주광역시,010-6428-7339,중졸,사실혼,자가소유,0,NULL,212556156,3,30000,8000,2000,25910000,8,7
3763,초민경,1959,7,17,남,60,경상북도,010-0580-1880,중졸,사별,전세,8,무직,115577500,0,30000,6000,3000,26390000,7,8
3764,두하라,1975,1,23,남,44,강원도,010-5588-6285,초졸,비혼,가족소유,8,무직,40430102,2,20000,6000,3000,29140000,1,3
3765,마영일,1975,5,20,남,44,충청남도,010-9295-8545,초대졸,비혼,가족소유,1,회사원,223748211,0,30000,8000,3000,29040000,7,4
3766,학유정,1963,2,26,여,56,서울특별시,010-0219-9292,중졸,사별,전세,7,학생,143585997,0,40000,8000,1000,29180000,5,7
3767,좌선빈,1972,6,22,남,47,경상남도,010-7585-6922,중졸,재혼,자가소유,8,무직,119156992,0,20000,6000,2000,28720000,3,2
3768,매재섭,1965,2,19,남,54,서울특별시,010-4059-3882,초대졸,기혼,전세,7,학생,1362170,0,30000,8000,2000,28810000,5,5
3769,석근수,1954,1,16,남,65,전라남도,010-9655-0951,초대졸,미혼,전세,1,회사원,19443372,3,40000,14000,4000,61040000,5,4
3770,태진우,1972,3,25,남,47,제주특별자치도,010-5532-9781,중졸,사실혼,자가소유,6,주부,83984123,0,20000,10000,2000,41740000,3,7
3771,홍옥순,1973,2,19,여,46,서울특별시,010-7043-7526,초대졸,이혼,가족소유,3,자영업,284101345,0,30000,11000,2000,44260000,9,7
3772,전윤성,1964,1,11,여,55,전라북도,010-1829-1967,박사,미혼,가족소유,8,무직,82163750,0,30000,13000,6000,45050000,6,5
3773,영예영,1981,1,28,남,38,서울특별시,010-7603-2437,박사,비혼,가족소유,3,자영업,63818675,0,20000,10000,1000,42190000,7,2
3774,견이란,1979,9,19,남,40,강원도,010-3352-5927,중졸,사실혼,자가소유,3,자영업,54442672,2,30000,9000,3000,41710000,5,0
3775,허건호,1954,8,6,여,65,강원도,010-1384-9283,초대졸,기혼,월세,9,기타,93894668,1,20000,9000,2000,41160000,7,2
3776,초철훈,1967,1,14,남,52,경기도,010-6927-4188,초대졸,재혼,월세,3,자영업,55859847,0,30000,16000,3000,42030000,7,0
3777,팽윤성,1947,1,23,여,72,경상북도,010-2559-9092,석사,재혼,가족소유,1,회사원,177489321,3,30000,12000,2000,41680000,2,4
3778,해우석,1980,6,1,여,39,전라남도,010-6792-8547,석사,이혼,전세,6,주부,283264632,0,30000,19000,1000,40900000,8,4
3779,만신호,1946,3,9,여,73,세종특별자치시,010-6462-2333,초대졸,기혼,전세,1,회사원,64506889,0,40000,14000,2000,40510000,1,9
3780,민선화,1986,2,8,여,33,서울특별시,010-0346-2714,석사,이혼,전세,6,주부,96559503,0,40000,21000,1000,41300000,7,6
3781,류승탁,1953,2,3,남,66,인천광역시,010-2161-1174,초졸,비혼,가족소유,7,학생,258551687,0,30000,11000,1000,40220000,6,4
3782,신택수,1961,8,18,남,58,광주광역시,010-4502-1088,석사,재혼,전세,8,무직,257433292,1,30000,14000,1000,46630000,1,1
3783,최문주,1952,4,25,남,67,전라북도,010-0981-7629,석사,재혼,월세,6,주부,73824245,1,30000,12000,2000,44980000,2,7
3784,주경주,1963,12,29,여,56,서울특별시,010-3270-7029,초졸,이혼,자가소유,3,자영업,75620766,0,40000,16000,3000,44590000,8,3
3785,영민국,1972,12,13,여,47,경상남도,010-9263-9066,초졸,재혼,가족소유,3,자영업,276212831,1,30000,14000,3000,49620000,2,2
3786,엽종덕,1966,8,20,남,53,충청북도,010-1996-2998,박사,비혼,자가소유,3,자영업,220291491,1,30000,14000,4000,49890000,6,0
3787,풍희관,1966,3,24,남,53,전라남도,010-7794-9854,대졸,기혼,자가소유,0,NULL,107632301,1,40000,12000,4000,49590000,7,7
3788,구은경,1965,7,6,여,54,전라남도,010-6350-4923,중졸,사별,가족소유,7,학생,78108594,0,30000,13000,2000,50230000,6,1
3789,점윤성,1968,5,11,남,51,서울특별시,010-2124-8296,석사,사별,자가소유,1,회사원,148738619,0,40000,14000,3000,52390000,3,1
3790,형예희,1983,4,19,남,36,충청북도,010-2934-0261,박사,미혼,자가소유,2,전문직,231898880,1,40000,14000,6000,51300000,3,2
3791,명지완,1952,10,21,여,67,울산광역시,010-0941-2643,석사,비혼,월세,8,무직,57837154,0,40000,14000,3000,50920000,3,8
3792,만윤성,1966,8,24,여,53,대전광역시,010-9232-3737,중졸,기혼,전세,3,자영업,2495712,0,40000,11000,3000,52300000,6,3
3793,양선희,1967,12,15,남,52,경기도,010-7810-0511,박사,기혼,전세,6,주부,194285832,1,60000,14000,9000,41640000,2,9
3794,평윤설,1957,7,29,남,62,강원도,010-2561-9415,박사,기혼,월세,3,자영업,52852601,1,40000,11000,6000,40800000,10,3
3795,난희창,1976,9,15,남,43,서울특별시,010-6850-1454,석사,재혼,전세,3,자영업,10786266,0,40000,11000,5000,41850000,6,9
3796,가지원,1999,1,10,남,20,울산광역시,010-7639-6273,박사,미혼,월세,7,학생,52685810,1,50000,13000,6000,41680000,1,6
3797,곽가람,1956,8,29,남,63,제주특별자치도,010-0000-6099,초졸,미혼,가족소유,8,무직,26678953,1,60000,9000,6000,36440000,8,7
3798,점민율,1971,4,24,여,48,대구광역시,010-9017-5099,대졸,사실혼,전세,6,주부,2876376,0,50000,11000,7000,36980000,10,0
3799,선정철,1946,7,23,여,73,제주특별자치도,010-3803-2260,초대졸,재혼,자가소유,3,자영업,259643292,0,50000,11000,8000,37310000,6,2
3800,엽지완,1946,8,29,여,73,경기도,010-6423-2134,대졸,미혼,전세,3,자영업,25215395,1,40000,12000,6000,37760000,7,4
3801,함재일,1957,1,17,여,62,전라북도,010-1430-3708,중졸,기혼,월세,8,무직,100529457,0,50000,9000,8000,37060000,5,3
3802,정철수,1953,3,2,남,66,부산광역시,010-3624-0872,대졸,이혼,전세,6,주부,21270526,2,50000,9000,5000,36610000,5,0
3803,성수혜,1957,3,6,남,62,경상북도,010-5002-2195,박사,이혼,가족소유,6,주부,183486446,3,40000,10000,6000,36760000,10,5
3804,홍윤서,1943,2,9,남,76,서울특별시,010-5127-2928,박사,이혼,가족소유,3,자영업,74157646,3,50000,13000,8000,35620000,9,1
3805,미주상,1955,3,11,여,64,전라남도,010-1769-8001,석사,재혼,가족소유,4,계열사직원,118124702,0,60000,19000,9000,35880000,9,6
3806,편인성,1974,10,12,남,45,대전광역시,010-4917-9214,중졸,미혼,가족소유,1,회사원,212443274,0,50000,13000,6000,40620000,2,2
3807,진영아,1953,4,9,남,66,경상북도,010-7816-9929,박사,이혼,월세,0,NULL,3830708,0,50000,13000,4000,40690000,10,4
3808,금으뜸,1957,8,23,여,62,울산광역시,010-1914-4456,초대졸,비혼,전세,3,자영업,216332599,3,60000,14000,9000,41550000,10,2
3809,탁나연,1975,5,8,남,44,울산광역시,010-2018-4000,중졸,이혼,가족소유,0,NULL,115484115,1,50000,11000,6000,40340000,6,7
3810,뇌윤성,1980,3,12,여,39,경기도,010-6001-4817,중졸,사별,가족소유,0,NULL,142226869,0,50000,13000,4000,40830000,8,7
3811,최윤찬,1988,2,10,여,31,경기도,010-1838-2605,초대졸,재혼,가족소유,7,학생,28329765,0,50000,16000,5000,39430000,4,5
3812,경용덕,1978,2,26,여,41,대전광역시,010-7078-6439,초대졸,재혼,전세,0,NULL,2026227,0,50000,15000,6000,40350000,7,3
3813,창영철,1974,7,25,여,45,서울특별시,010-9038-3629,박사,미혼,전세,0,NULL,26187332,1,50000,14000,6000,41190000,10,4
3814,온혜수,1946,11,5,여,73,경기도,010-7744-7329,박사,사실혼,월세,3,자영업,175963575,2,40000,14000,6000,40820000,10,1
3815,위하얀,1971,12,20,남,48,경상북도,010-2986-8110,초대졸,기혼,가족소유,6,주부,16980111,0,50000,12000,6000,40890000,7,2
3816,조훈규,1955,10,30,남,64,제주특별자치도,010-4952-0815,대졸,미혼,월세,3,자영업,296638797,0,40000,11000,5000,40960000,4,1
3817,근철우,1966,9,11,남,53,서울특별시,010-7058-9687,초졸,비혼,자가소유,6,주부,26978114,0,60000,16000,9000,39850000,2,9
3818,탁현미,1952,4,25,남,67,서울특별시,010-0221-6024,중졸,이혼,자가소유,7,학생,79722864,0,70000,8000,5000,43500000,10,3
3819,두태민,1971,11,29,남,48,충청남도,010-7537-3753,초대졸,비혼,전세,2,전문직,298334431,0,50000,7000,8000,43290000,8,9
3820,견유정,1992,2,28,여,27,제주특별자치도,010-5926-2600,중졸,재혼,자가소유,1,회사원,42172175,0,240000,192000,9000,43900000,1,4
3821,두지완,1953,10,15,여,66,전라남도,010-2368-7455,초대졸,사별,전세,8,무직,120594226,1,50000,10000,9000,42340000,8,4
3822,연희준,1959,1,29,여,60,충청북도,010-0056-9277,중졸,이혼,전세,7,학생,88328111,0,60000,11000,10000,41230000,1,2
3823,호무현,1945,11,14,남,74,강원도,010-2757-4871,박사,재혼,월세,8,무직,14823142,3,40000,9000,6000,41310000,5,0
3824,남선빈,1943,2,23,여,76,광주광역시,010-4892-6480,초대졸,사실혼,자가소유,6,주부,2872975,1,50000,12000,5000,41070000,2,9
3825,해상은,1956,4,2,남,63,대구광역시,010-2382-4669,중졸,미혼,가족소유,3,자영업,9517127,2,40000,10000,9000,41360000,6,2
3826,포은혜,1944,11,18,여,75,강원도,010-4271-0559,초졸,이혼,자가소유,1,회사원,28293636,3,60000,11000,6000,42320000,9,8
3827,서윤성,1973,3,15,남,46,대구광역시,010-8422-3429,중졸,비혼,자가소유,3,자영업,42342149,1,60000,12000,19000,37260000,4,3
3828,왕숙자,1980,3,5,남,39,제주특별자치도,010-3008-2078,박사,미혼,자가소유,0,NULL,3419806,1,50000,10000,8000,28800000,7,8
3829,성현철,1946,1,25,여,73,광주광역시,010-5972-3273,초대졸,비혼,월세,0,NULL,261345529,1,50000,16000,14000,29160000,8,4
3830,난소아,1972,11,11,남,47,경기도,010-8898-8044,중졸,사별,월세,4,계열사직원,15142382,1,40000,18000,8000,24120000,2,8
3831,신별빛,1982,2,28,여,37,강원도,010-1802-1645,석사,사별,자가소유,6,주부,211805229,0,50000,16000,16000,24300000,3,7
3832,손리나,1958,3,20,여,61,광주광역시,010-0101-3807,석사,비혼,가족소유,1,회사원,103535174,0,40000,12000,5000,23510000,6,4
3833,화윤성,1957,5,8,남,62,서울특별시,010-1428-6095,중졸,기혼,전세,1,회사원,22837142,1,50000,12000,6000,23190000,3,6
3834,마영철,1984,4,7,여,35,충청북도,010-8180-2273,박사,미혼,월세,1,회사원,201374110,0,70000,14000,10000,26800000,5,6
3835,채주엽,1976,8,19,남,43,경기도,010-9819-9934,중졸,사별,월세,7,학생,32466323,1,50000,14000,8000,27640000,1,3
3836,두영철,1950,9,30,여,69,울산광역시,010-2566-6208,초졸,이혼,월세,1,회사원,64906302,0,50000,15000,7000,28950000,2,3
3837,강은혜,1955,2,11,여,64,제주특별자치도,010-3814-9657,초졸,비혼,전세,1,회사원,275945646,0,30000,18000,1000,29440000,10,8
3838,민영리,1944,8,11,여,75,대구광역시,010-2512-3462,중졸,사별,월세,7,학생,131241446,2,50000,13000,8000,26850000,1,5
3839,호동인,1980,8,17,여,39,대구광역시,010-4417-3945,초대졸,비혼,월세,0,NULL,108425423,0,40000,15000,7000,41250000,3,2
3840,간민익,1970,11,1,남,49,광주광역시,010-8111-9274,석사,사별,자가소유,2,전문직,9438461,0,50000,15000,12000,41430000,7,2
3841,난희관,1944,10,31,여,75,충청남도,010-5136-8588,대졸,재혼,전세,6,주부,277266899,0,200000,107000,29000,87860000,3,0
3842,매근수,1981,9,5,여,38,세종특별자치시,010-3209-5336,석사,사실혼,월세,0,NULL,81345572,0,190000,100000,22000,84560000,7,4
3843,표성웅,1978,6,7,남,41,충청북도,010-7324-2906,대졸,사별,자가소유,0,NULL,37468971,0,170000,92000,18000,86980000,4,8
3844,도주상,1963,3,12,남,56,광주광역시,010-6556-2522,박사,재혼,월세,8,무직,21485298,1,200000,112000,21000,87620000,7,8
3845,추동인,1947,10,2,여,72,대구광역시,010-6659-4776,초졸,사별,자가소유,6,주부,182584783,0,200000,111000,24000,88190000,1,6
3846,미윤성,1965,8,7,여,54,대구광역시,010-4091-3554,고졸,기혼,가족소유,0,NULL,228928191,2,190000,110000,19000,88110000,7,2
3847,준보규,1957,6,17,여,62,전라남도,010-0657-6066,고졸,비혼,가족소유,8,무직,1942586,0,180000,101000,20000,88000000,5,8
3848,궉솔희,1966,9,25,여,53,경기도,010-9597-0634,고졸,기혼,전세,3,자영업,183930321,3,190000,103000,22000,88040000,7,5
3849,염영록,1976,3,19,여,43,서울특별시,010-0690-2443,고졸,비혼,자가소유,6,주부,24160499,1,190000,97000,20000,87850000,6,8
3850,증민영,1957,11,6,남,62,제주특별자치도,010-8575-1341,고졸,사실혼,전세,0,NULL,148921411,0,200000,106000,31000,88450000,1,5
3851,옥문도,1972,10,23,남,47,전라남도,010-1766-6518,대졸,이혼,월세,6,주부,264427574,1,190000,102000,28000,87810000,3,2
3852,제대경,1968,3,28,남,51,강원도,010-5954-5297,박사,사별,자가소유,3,자영업,86822254,0,180000,94000,26000,87750000,10,1
3853,평태겸,1945,12,13,여,74,전라북도,010-0493-1560,초졸,기혼,자가소유,7,학생,53326289,0,170000,97000,21000,88510000,5,3
3854,간기석,1966,11,17,남,53,대구광역시,010-3047-1772,대졸,재혼,가족소유,3,자영업,98869831,2,180000,112000,18000,89600000,1,2
3855,유하얀,1955,5,29,여,64,세종특별자치시,010-1558-7309,박사,사실혼,자가소유,0,NULL,5342125,1,150000,88000,17000,89250000,6,4
3856,성미향,1969,7,10,남,50,충청북도,010-6737-0827,석사,재혼,가족소유,3,자영업,370618,1,170000,93000,25000,88990000,8,2
3857,담순자,1970,8,23,여,49,인천광역시,010-6364-3407,중졸,비혼,자가소유,8,무직,122370338,0,160000,97000,20000,89950000,7,0
3858,호현철,1965,2,20,여,54,경상북도,010-0559-9669,중졸,비혼,가족소유,3,자영업,262785434,0,180000,101000,21000,88700000,9,8
3859,차보규,1943,5,19,여,76,인천광역시,010-1283-8157,박사,사별,가족소유,3,자영업,119181270,2,170000,98000,20000,87980000,1,3
3860,호유성,1958,3,19,남,61,인천광역시,010-2098-5511,초대졸,재혼,가족소유,6,주부,255884676,1,180000,104000,23000,85830000,5,6
3861,수수철,1937,8,28,여,82,경상북도,010-1006-6577,대졸,기혼,월세,3,자영업,27750266,0,180000,104000,23000,85820000,9,8
