일련번호,이름,생년,생월,생일,성별,나이,거주시도,휴대폰,학력,혼인여부,주거형태,직업종류코드,직업종류,월소득액,고객등급코드,월 카드 이용 총 금액,신용카드 일시불 이용금액,신용카드 할부 이용금액 합,총 대출 금액,신용등급,개설 카드 개수
386,마민주,1945,8,28,남,74,경상북도,010-9150-2014,대졸,재혼,월세,1,회사원,245646178,0,150000,2000,1000,16360000,4,0
387,어승탁,1978,3,1,여,41,경기도,010-3639-2361,중졸,미혼,가족소유,1,회사원,15423713,0,170000,2000,1000,16400000,4,0
388,창혜수,1962,11,4,여,57,충청남도,010-6597-0027,고졸,기혼,월세,0,NULL,27527840,0,180000,2000,1000,16880000,10,2
389,아우혁,1946,4,2,남,73,광주광역시,010-3406-2096,박사,재혼,자가소유,0,NULL,274149291,3,150000,2000,1000,16380000,9,4
390,견순자,1978,12,17,여,41,세종특별자치시,010-5065-9242,초대졸,사실혼,자가소유,1,회사원,14525245,0,170000,3000,1000,16360000,1,7
391,개건희,1951,1,24,여,68,울산광역시,010-9174-9967,초대졸,이혼,자가소유,8,무직,158304931,0,160000,2000,1000,15980000,3,5
392,온민희,1949,8,7,남,70,경기도,010-6617-1534,석사,비혼,월세,0,NULL,261953128,2,150000,3000,1000,16630000,6,6
393,유혜선,1951,5,28,남,68,경기도,010-6808-8447,박사,이혼,월세,1,회사원,94735641,0,170000,3000,1000,17280000,10,6
394,어미향,1965,1,8,남,54,인천광역시,010-7505-0584,초졸,기혼,가족소유,6,주부,208930984,1,170000,3000,1000,17710000,9,2
395,차찬호,1966,10,7,남,53,광주광역시,010-8642-5046,초졸,사실혼,가족소유,3,자영업,16729660,0,160000,3000,1000,17960000,8,6
396,어태민,1965,12,16,여,54,제주특별자치도,010-6703-4237,석사,재혼,가족소유,8,무직,23445438,0,160000,3000,1000,17680000,5,4
397,섭자철,1967,1,7,남,52,서울특별시,010-7563-4106,중졸,기혼,가족소유,6,주부,274672562,0,170000,3000,1000,17100000,8,2
398,동시진,1980,12,2,여,39,대구광역시,010-1598-7391,초졸,비혼,전세,3,자영업,218974572,2,170000,3000,1000,19520000,2,6
399,차민희,1970,8,1,여,49,경상북도,010-2980-6704,대졸,사실혼,가족소유,3,자영업,176321398,3,190000,3000,1000,20040000,2,7
400,내수완,1983,5,19,남,36,경기도,010-3092-6637,박사,미혼,자가소유,8,무직,284853860,0,200000,3000,1000,17660000,9,2
401,명의정,1970,7,3,여,49,충청북도,010-4108-0796,석사,재혼,가족소유,8,무직,42898604,0,170000,3000,1000,17920000,7,2
402,학동인,1964,2,6,남,55,경기도,010-6757-0183,대졸,이혼,전세,3,자영업,20220361,0,200000,3000,1000,17700000,5,5
403,모리나,1978,10,6,남,41,경기도,010-2023-7123,초대졸,미혼,가족소유,3,자영업,246723814,0,180000,3000,1000,17950000,10,5
404,홍지원,1950,3,11,남,69,부산광역시,010-8151-6787,박사,미혼,가족소유,0,NULL,15999852,0,180000,3000,1000,12590000,5,0
405,나승탁,1954,1,12,여,65,전라북도,010-6408-3533,석사,사실혼,월세,7,학생,102576345,1,190000,3000,1000,11900000,10,6
406,금정철,1997,11,30,여,22,경기도,010-1138-0397,중졸,이혼,월세,0,NULL,136493629,0,190000,3000,1000,12030000,7,7
407,교건호,1976,11,5,남,43,경기도,010-6182-3725,석사,재혼,자가소유,3,자영업,174145190,1,190000,3000,1000,12750000,10,4
408,오민주,1955,9,1,여,64,서울특별시,010-2517-0405,대졸,기혼,자가소유,8,무직,114601440,1,180000,3000,1000,12640000,8,1
409,고준오,1978,9,19,여,41,부산광역시,010-3173-8921,초졸,이혼,전세,8,무직,239978958,0,50000,0,0,31990000,9,7
410,지우석,1941,9,25,여,78,충청북도,010-1987-4403,초대졸,사실혼,가족소유,3,자영업,80453267,0,160000,4000,2000,14350000,2,5
411,필소윤,1966,4,11,여,53,세종특별자치시,010-2587-9025,초대졸,재혼,전세,7,학생,15033056,3,190000,3000,1000,14330000,5,0
412,태동인,1962,4,19,남,57,대구광역시,010-8649-2792,석사,사별,월세,3,자영업,43251223,0,210000,4000,2000,14550000,6,5
413,서윤설,1957,4,19,여,62,대구광역시,010-4168-3976,석사,미혼,가족소유,7,학생,22555436,0,170000,4000,2000,14830000,7,3
414,수율성,1963,12,25,남,56,울산광역시,010-3425-4055,초대졸,기혼,전세,3,자영업,21417854,1,200000,4000,2000,14460000,1,1
415,한미주,1975,11,6,남,44,울산광역시,010-6576-5463,박사,사별,전세,8,무직,287425158,0,180000,4000,2000,13820000,5,8
416,창유성,1993,7,27,남,26,전라북도,010-1291-3590,박사,기혼,가족소유,0,NULL,1722480,2,170000,4000,2000,13870000,3,7
417,금세훈,1956,12,26,여,63,경상북도,010-9066-0342,중졸,비혼,자가소유,6,주부,153777260,0,200000,4000,2000,14070000,1,5
418,인혜수,1993,7,22,여,26,전라북도,010-3429-7714,초대졸,기혼,전세,3,자영업,140402755,0,200000,4000,2000,14090000,8,6
419,피태민,1973,7,10,여,46,전라북도,010-9770-7686,고졸,이혼,월세,3,자영업,68794685,3,190000,4000,2000,14250000,7,7
420,염재섭,1975,9,12,남,44,강원도,010-3813-3756,고졸,기혼,자가소유,7,학생,10529573,1,190000,4000,2000,14510000,7,2
421,고수완,1954,1,21,남,65,울산광역시,010-3460-4233,고졸,사별,자가소유,6,주부,295771429,0,190000,4000,2000,14310000,4,1
422,현신호,1954,9,10,여,65,서울특별시,010-5232-4392,초졸,이혼,가족소유,6,주부,22686115,1,180000,4000,2000,14040000,2,7
423,신영희,1975,4,11,여,44,대구광역시,010-5471-9135,석사,재혼,전세,6,주부,235450525,1,210000,4000,2000,14290000,7,8
424,연근수,1974,3,8,여,45,대구광역시,010-0899-3546,중졸,이혼,월세,6,주부,194240973,0,230000,4000,2000,14270000,5,4
425,송옥순,1993,9,3,여,26,전라남도,010-5710-5380,초대졸,비혼,자가소유,8,무직,91695893,1,190000,4000,2000,13890000,1,5
426,후별빛,1980,1,20,남,39,서울특별시,010-1349-8468,중졸,미혼,전세,8,무직,80334168,0,220000,5000,2000,15680000,9,9
427,홍승환,1957,7,10,여,62,서울특별시,010-9843-6791,대졸,비혼,자가소유,8,무직,176516427,0,200000,4000,2000,15780000,2,0
428,한정철,1954,2,18,남,65,서울특별시,010-2990-2747,대졸,사별,가족소유,8,무직,72444346,0,200000,5000,2000,13660000,2,0
429,교석천,1966,7,3,여,53,충청북도,010-0204-8049,대졸,사실혼,전세,7,학생,8787885,0,210000,5000,2000,13440000,10,2
430,석윤성,1996,1,3,남,23,경기도,010-7275-7891,중졸,재혼,전세,3,자영업,2264860,0,210000,5000,2000,13710000,3,3
431,정유성,1965,11,15,여,54,세종특별자치시,010-8918-1231,초대졸,사별,자가소유,8,무직,226736698,1,200000,4000,2000,14060000,1,9
432,순애란,1938,7,25,남,81,충청남도,010-0621-6655,석사,사실혼,전세,2,전문직,138555490,1,200000,4000,2000,14200000,2,8
433,마준탁,1973,4,9,여,46,인천광역시,010-7111-9872,초졸,기혼,가족소유,1,회사원,144395316,0,810000,254000,83000,24940000,8,8
434,기주선,1971,7,30,여,48,전라북도,010-5524-1612,초졸,사별,가족소유,3,자영업,227987663,0,790000,278000,83000,30880000,7,9
435,심효조,1962,3,24,여,57,인천광역시,010-4861-4797,대졸,기혼,가족소유,3,자영업,41492247,1,790000,267000,78000,31000000,10,4
436,근예희,1965,9,30,여,54,세종특별자치시,010-3088-0509,초대졸,사실혼,가족소유,7,학생,127833146,1,860000,292000,89000,31390000,4,3
437,편진아,1958,8,19,남,61,제주특별자치도,010-1926-8877,초대졸,기혼,전세,3,자영업,31174122,1,820000,285000,82000,31730000,1,2
438,창경완,1968,12,25,여,51,충청북도,010-8029-9180,중졸,기혼,가족소유,8,무직,25830646,0,890000,310000,88000,32070000,1,3
439,난대종,1950,5,27,여,69,울산광역시,010-7545-0665,초대졸,비혼,자가소유,0,NULL,139431658,1,860000,305000,85000,32350000,1,2
440,엽기석,1974,7,29,여,45,광주광역시,010-2532-2659,박사,사실혼,자가소유,8,무직,159458974,0,870000,307000,89000,32740000,3,3
441,운희준,1989,12,11,남,30,광주광역시,010-9607-8535,대졸,미혼,전세,6,주부,203528333,2,920000,321000,88000,33240000,10,7
442,명영실,1953,12,30,남,66,제주특별자치도,010-2603-4328,초대졸,이혼,자가소유,3,자영업,182160686,2,860000,300000,84000,33540000,7,4
443,지태겸,1971,11,9,여,48,인천광역시,010-0055-4019,박사,재혼,월세,8,무직,127914890,0,890000,315000,90000,33860000,8,0
444,공종수,1943,10,29,여,76,충청북도,010-6754-1535,중졸,사실혼,가족소유,6,주부,93570160,0,890000,310000,97000,34100000,7,2
445,국주혁,1984,9,9,여,35,제주특별자치도,010-8424-8448,박사,재혼,월세,3,자영업,349615,3,920000,330000,95000,34200000,8,4
446,옹용규,1988,7,9,남,31,세종특별자치시,010-6152-6313,석사,비혼,가족소유,8,무직,274372778,0,900000,319000,90000,33870000,1,6
447,홍민율,1965,7,22,여,54,울산광역시,010-0331-6482,초대졸,재혼,전세,0,NULL,13360081,0,850000,295000,88000,33790000,3,4
448,오무현,1994,1,9,여,25,경기도,010-7034-6088,석사,기혼,가족소유,0,NULL,155935543,0,950000,331000,99000,34020000,4,5
449,안하람,1980,12,25,여,39,서울특별시,010-7752-3596,대졸,기혼,월세,3,자영업,39120159,1,900000,321000,94000,34330000,4,1
450,임경헌,1954,1,6,남,65,울산광역시,010-4148-3371,박사,재혼,월세,8,무직,24150127,0,990000,352000,100000,34490000,8,9
451,즙영록,1985,6,29,남,34,서울특별시,010-3259-0229,초대졸,미혼,가족소유,7,학생,186375629,1,940000,336000,96000,34840000,2,7
452,십슬기,1966,12,30,남,53,제주특별자치도,010-3345-7057,고졸,기혼,자가소유,1,회사원,7504451,1,980000,354000,101000,34980000,3,3
453,서훈규,1945,11,24,여,74,제주특별자치도,010-8039-8994,대졸,비혼,월세,6,주부,168724413,0,980000,355000,98000,35230000,3,8
454,곽지성,1951,7,20,여,68,전라남도,010-4139-7699,대졸,재혼,전세,0,NULL,25028764,2,960000,351000,100000,35240000,2,8
455,시선희,1944,4,6,여,75,제주특별자치도,010-6398-5396,박사,사실혼,가족소유,0,NULL,265164510,0,960000,344000,97000,35200000,10,4
456,돈수완,1952,5,29,남,67,전라남도,010-7971-6234,석사,기혼,가족소유,1,회사원,4916290,1,950000,345000,109000,35240000,3,6
457,화정순,1976,9,22,남,43,대전광역시,010-7239-9491,초졸,사별,가족소유,6,주부,67377651,0,720000,213000,78000,24690000,1,1
458,돈천희,1988,8,9,여,31,전라남도,010-2869-1868,대졸,사별,자가소유,3,자영업,2374118,0,740000,247000,86000,28600000,6,6
459,명영리,1987,9,16,남,32,강원도,010-5257-6646,석사,미혼,자가소유,7,학생,75917927,1,740000,240000,80000,28580000,9,2
460,어수철,1939,8,1,여,80,충청남도,010-8710-1099,박사,이혼,가족소유,4,계열사직원,145283672,3,800000,264000,92000,28940000,9,3
461,궉문주,1945,4,5,여,74,충청북도,010-2910-4037,박사,사실혼,전세,0,NULL,222464969,2,770000,258000,87000,29430000,6,2
462,갈지원,1974,10,26,여,45,전라남도,010-0352-7544,박사,이혼,자가소유,8,무직,169440141,1,840000,282000,93000,29750000,4,4
463,견윤성,1946,12,18,남,73,제주특별자치도,010-6131-4341,대졸,기혼,월세,0,NULL,29722863,1,800000,277000,89000,30060000,8,9
464,천지원,1964,4,9,여,55,광주광역시,010-6022-9219,대졸,미혼,월세,1,회사원,27468572,0,820000,278000,95000,30510000,2,1
465,평은숙,1973,12,2,남,46,서울특별시,010-5764-9650,초대졸,비혼,전세,1,회사원,294909586,0,860000,288000,92000,30960000,5,8
466,만진우,1970,1,3,남,49,서울특별시,010-7820-1866,박사,사별,월세,3,자영업,198358214,1,820000,272000,89000,31250000,2,6
467,담은혜,1947,4,16,여,72,세종특별자치시,010-3821-5411,석사,기혼,전세,3,자영업,263102430,2,840000,286000,96000,32020000,4,5
468,유재일,1957,10,22,남,62,서울특별시,010-3818-2085,대졸,비혼,가족소유,0,NULL,273453692,0,840000,284000,102000,32400000,5,4
469,대용덕,1995,7,27,남,24,경기도,010-9930-2083,초대졸,사실혼,자가소유,8,무직,279238946,0,870000,302000,99000,32350000,1,2
470,손율성,1965,9,16,여,54,전라북도,010-6806-5496,초대졸,비혼,월세,0,NULL,63137859,0,850000,288000,96000,32470000,9,6
471,묘종욱,1955,12,12,남,64,대전광역시,010-7980-3767,초대졸,재혼,가족소유,3,자영업,141971888,1,810000,268000,91000,32510000,1,6
472,민영철,1955,10,3,여,64,대전광역시,010-8156-9421,초졸,기혼,월세,3,자영업,2956616,0,910000,307000,104000,32740000,10,8
473,동세훈,1953,3,22,남,66,경상북도,010-2777-4889,초졸,비혼,자가소유,3,자영업,19679280,1,860000,294000,98000,33050000,4,1
474,환정진,1995,7,21,남,24,강원도,010-9655-4729,대졸,미혼,자가소유,6,주부,249897467,0,940000,321000,106000,33160000,1,4
475,창보람,1977,4,9,남,42,세종특별자치시,010-5012-0599,초졸,사별,월세,0,NULL,164244484,2,900000,310000,102000,33400000,7,0
476,류아영,1953,11,18,남,66,세종특별자치시,010-4739-4422,초졸,이혼,자가소유,1,회사원,142417623,3,940000,323000,108000,33360000,3,1
477,허정철,1965,7,23,여,54,경기도,010-8942-1659,초대졸,재혼,자가소유,3,자영업,290476333,2,940000,325000,104000,33250000,1,6
478,춘민율,1975,8,18,남,44,전라북도,010-9468-9163,중졸,재혼,가족소유,8,무직,10793565,1,910000,323000,105000,33620000,1,4
479,설태일,1949,2,8,남,70,경상북도,010-1397-3048,중졸,미혼,월세,6,주부,22720972,1,930000,319000,104000,33770000,5,8
480,함단비,1962,5,4,여,57,광주광역시,010-4305-0602,초대졸,이혼,자가소유,2,전문직,9950323,0,920000,322000,117000,33670000,8,2
481,증영록,1950,8,8,남,69,경기도,010-4953-8581,박사,사실혼,월세,6,주부,130230864,1,25530000,60000,0,12590000,9,3
482,태성혁,1976,8,26,여,43,서울특별시,010-1782-4982,석사,이혼,월세,6,주부,299791316,1,30710000,77000,0,16630000,1,5
483,피세연,1960,9,23,여,59,세종특별자치시,010-5561-5390,고졸,사별,자가소유,8,무직,101552673,1,30810000,73000,0,16780000,8,4
484,섭지원,1965,11,18,여,54,대전광역시,010-4733-1422,박사,사별,전세,3,자영업,218747288,0,30960000,84000,0,16800000,4,6
485,주상혁,1939,6,13,남,80,경기도,010-9700-1275,초졸,재혼,월세,0,NULL,93489804,1,31000000,76000,0,16780000,7,7
486,길치홍,1940,4,21,남,79,전라남도,010-9158-6833,대졸,재혼,가족소유,2,전문직,206826160,0,31220000,83000,0,17080000,7,0
487,류가람,1954,5,23,남,65,충청남도,010-3987-0254,중졸,재혼,월세,4,계열사직원,8341879,0,31250000,80000,0,17050000,6,4
488,여윤설,1966,5,3,남,53,광주광역시,010-1377-8923,초대졸,기혼,전세,6,주부,282603832,1,31580000,85000,0,17380000,2,7
489,홍선빈,1957,7,29,여,62,서울특별시,010-0830-7551,초대졸,재혼,월세,7,학생,24840925,0,31770000,81000,0,17440000,7,9
490,어찬호,1955,10,29,여,64,제주특별자치도,010-6138-8068,대졸,사실혼,전세,6,주부,1448351,0,31960000,78000,0,17620000,3,4
491,환영록,1960,4,7,남,59,강원도,010-3378-9309,초졸,사별,전세,3,자영업,24633598,0,32020000,85000,0,17730000,9,5
492,개아솔,1968,9,25,여,51,서울특별시,010-7546-7397,초졸,기혼,전세,6,주부,27127461,0,31960000,91000,0,17730000,4,9
493,해철우,1955,6,18,여,64,제주특별자치도,010-3708-6925,박사,미혼,월세,6,주부,264306998,0,32080000,88000,0,17690000,7,8
494,강문량,1965,12,20,남,54,대전광역시,010-7541-1695,초대졸,미혼,전세,1,회사원,140714398,1,31390000,84000,0,16930000,5,9
495,진유정,1961,1,15,여,58,서울특별시,010-8887-1542,초졸,사실혼,자가소유,6,주부,94378276,0,31290000,81000,0,16800000,10,7
496,뇌나리,1943,2,1,여,76,경기도,010-3051-2491,석사,비혼,전세,9,기타,38915602,2,31590000,91000,0,16960000,9,7
497,노나리,1976,7,28,여,43,서울특별시,010-5376-8484,박사,사실혼,전세,8,무직,129881778,1,31860000,85000,0,17090000,8,1
498,두무현,1970,12,14,여,49,전라북도,010-9096-0976,초졸,이혼,가족소유,0,NULL,22671866,0,31990000,92000,0,17200000,8,4
499,필영아,1972,11,29,남,47,서울특별시,010-7837-8759,대졸,미혼,전세,3,자영업,50337976,0,32370000,86000,0,17420000,6,3
500,단신욱,1982,10,30,남,37,대전광역시,010-4241-2946,대졸,사실혼,월세,3,자영업,137856529,1,32000000,91000,0,17250000,5,0
501,팽민율,1978,7,29,남,41,인천광역시,010-9907-4194,초대졸,비혼,자가소유,3,자영업,104918459,0,31790000,88000,0,17200000,7,2
502,화효민,1950,3,1,남,69,제주특별자치도,010-5554-2991,중졸,이혼,전세,1,회사원,27547343,1,31950000,90000,0,17390000,3,7
503,엽혜수,1980,9,27,남,39,울산광역시,010-3648-7668,석사,미혼,가족소유,8,무직,11093699,0,31790000,88000,0,17360000,4,7
504,궉옥순,1972,7,10,남,47,제주특별자치도,010-9163-7922,대졸,재혼,자가소유,3,자영업,166900920,0,31820000,99000,0,17390000,5,6
505,진우혁,1970,2,28,남,49,경기도,010-9235-1787,박사,사별,가족소유,8,무직,14243231,0,26620000,74000,0,13600000,7,5
506,궉윤성,1951,6,26,여,68,대전광역시,010-5346-5933,대졸,미혼,전세,8,무직,67297115,2,33240000,73000,0,17990000,3,0
507,내재연,1966,9,29,남,53,광주광역시,010-4390-4901,대졸,사별,월세,3,자영업,177268369,0,33210000,69000,0,18110000,2,1
508,음세훈,1946,1,6,남,73,충청북도,010-7366-7885,초졸,재혼,월세,6,주부,272281252,1,33320000,79000,0,18210000,1,0
509,낭영록,1970,7,6,남,49,대전광역시,010-2691-1511,박사,재혼,월세,0,NULL,193663594,0,33570000,73000,0,18390000,9,7
510,포기훈,1947,6,16,여,72,경상북도,010-0952-9392,박사,사실혼,월세,3,자영업,98797650,0,33750000,79000,0,18620000,3,7
511,탄혜승,1978,12,3,여,41,경기도,010-2855-3274,초대졸,사별,가족소유,7,학생,181113205,0,33950000,76000,0,18800000,7,4
512,어신호,1948,4,6,남,71,광주광역시,010-9688-0300,초졸,재혼,전세,8,무직,234853911,1,34290000,79000,0,18780000,5,2
513,추혜수,2016,5,10,남,3,광주광역시,010-9407-0019,박사,이혼,월세,3,자영업,93954526,0,34720000,76000,0,18900000,2,6
514,풍소아,1960,10,17,남,59,세종특별자치시,010-2405-6441,고졸,재혼,전세,2,전문직,142678934,2,34660000,73000,0,19000000,8,1
515,염경호,1976,5,23,여,43,대구광역시,010-3163-2071,고졸,사실혼,월세,6,주부,20718806,0,34450000,79000,0,18900000,6,9
516,명재선,2001,1,20,여,18,충청남도,010-2270-3303,고졸,미혼,가족소유,0,NULL,181862538,1,34590000,84000,0,18810000,6,3
517,엽정태,1951,8,23,남,68,경기도,010-7977-9083,석사,이혼,월세,3,자영업,91151977,3,34520000,83000,0,18710000,2,3
518,누산새,1954,12,29,여,65,제주특별자치도,010-6991-0184,박사,미혼,자가소유,6,주부,180290940,0,34290000,80000,0,18230000,10,4
519,제은경,1969,8,25,남,50,전라남도,010-5806-7313,중졸,사별,월세,7,학생,254312663,0,34190000,76000,0,18250000,8,6
520,근예영,1954,7,20,여,65,울산광역시,010-3742-5516,초대졸,사별,가족소유,0,NULL,216643873,0,34140000,86000,0,18280000,8,0
521,군건희,1964,12,3,남,55,전라남도,010-7377-8790,초졸,기혼,자가소유,3,자영업,6147343,0,34260000,79000,0,18410000,1,0
522,원수빈,1980,8,28,여,39,충청남도,010-6102-1253,대졸,재혼,월세,3,자영업,95269355,1,33980000,86000,0,18120000,5,5
523,옥윤찬,1981,6,1,남,38,인천광역시,010-7365-8271,중졸,이혼,가족소유,3,자영업,75557685,1,34060000,82000,0,18350000,2,6
524,증유선,1969,4,26,여,50,경기도,010-7758-4037,박사,사실혼,가족소유,8,무직,299893856,1,33540000,88000,0,18170000,6,8
525,뇌기쁨,1951,8,20,남,68,전라북도,010-9858-8410,중졸,재혼,가족소유,3,자영업,209133370,0,33290000,85000,0,18140000,7,1
526,허현승,1965,4,14,남,54,전라남도,010-2543-0464,박사,비혼,전세,3,자영업,34646790,3,33290000,86000,0,18170000,5,1
527,인예희,1971,10,3,남,48,인천광역시,010-2988-8539,중졸,미혼,자가소유,3,자영업,48229670,1,33110000,85000,0,18040000,10,8
528,진종욱,1955,9,20,여,64,전라남도,010-2594-6929,박사,사실혼,월세,8,무직,94966409,0,33260000,96000,0,18040000,5,3
529,노승만,1943,11,5,남,76,경상북도,010-5189-0298,중졸,비혼,자가소유,6,주부,22726898,0,660000,183000,70000,22130000,8,1
530,곽윤성,1987,2,3,남,32,충청남도,010-3615-5638,초대졸,사실혼,월세,4,계열사직원,52541934,0,670000,219000,76000,26330000,1,2
531,수동인,1949,10,3,남,70,전라북도,010-3846-4402,초졸,사실혼,가족소유,3,자영업,185207352,1,670000,212000,72000,26490000,3,3
532,공우혁,1961,12,22,여,58,경상북도,010-5501-7066,초졸,사별,가족소유,6,주부,166471175,3,740000,236000,84000,26610000,10,6
533,상익수,1968,4,20,남,51,경기도,010-8391-4664,대졸,이혼,월세,7,학생,92818550,1,690000,225000,78000,27040000,3,3
534,증근수,1971,9,26,남,48,제주특별자치도,010-4685-0569,초대졸,비혼,전세,6,주부,154574358,0,760000,250000,82000,27390000,5,9
535,현옥순,1940,1,27,여,79,전라남도,010-3417-8906,석사,재혼,자가소유,3,자영업,6184717,0,720000,246000,79000,27370000,1,0
536,천명철,1979,1,11,남,40,경기도,010-7624-8885,초대졸,이혼,자가소유,1,회사원,1428533,1,740000,241000,83000,27850000,6,7
537,미옥순,1974,6,27,남,45,경상북도,010-5643-7913,중졸,사별,월세,0,NULL,11347669,1,780000,254000,81000,28050000,2,9
538,소지헌,1974,5,12,여,45,서울특별시,010-2634-2227,석사,사실혼,자가소유,6,주부,15896694,0,740000,236000,77000,28210000,5,7
539,선인성,1957,12,17,남,62,광주광역시,010-2581-3989,대졸,비혼,자가소유,8,무직,50827684,0,770000,253000,85000,28280000,5,3
540,준현철,1958,10,21,남,61,광주광역시,010-8416-2842,박사,사별,전세,0,NULL,176780702,0,770000,250000,91000,28300000,10,3
541,좌율성,1986,6,19,남,33,울산광역시,010-1125-5156,초대졸,비혼,월세,0,NULL,18034410,0,800000,267000,90000,28510000,1,6
542,음세연,1980,2,19,여,39,경기도,010-9507-5927,초대졸,재혼,전세,1,회사원,3044935,1,780000,258000,82000,28060000,3,9
543,하희진,1962,4,9,여,57,전라남도,010-1598-3558,대졸,사실혼,가족소유,1,회사원,109803924,0,750000,237000,80000,28170000,1,8
544,화경민,1980,1,25,여,39,충청남도,010-2344-7885,석사,사별,자가소유,6,주부,12997159,0,830000,267000,92000,28360000,9,0
545,문윤서,1966,4,3,남,53,대구광역시,010-5693-0257,석사,비혼,월세,3,자영업,3709374,2,780000,260000,85000,28750000,6,9
546,손선빈,1965,1,28,여,54,광주광역시,010-1966-2403,석사,이혼,가족소유,3,자영업,20983215,0,870000,286000,91000,28710000,4,3
547,매민율,1973,6,15,여,46,경상북도,010-0611-8149,박사,재혼,전세,0,NULL,245455,0,810000,269000,85000,28780000,2,1
548,마유미,1998,2,19,남,21,광주광역시,010-3156-2674,초졸,사별,전세,0,NULL,2867189,0,860000,285000,90000,28440000,4,3
549,조찬호,1987,2,6,여,32,광주광역시,010-3282-2118,박사,사실혼,전세,3,자영업,13113152,1,860000,285000,86000,28590000,9,7
550,누용규,1979,3,5,여,40,경기도,010-7131-7742,초대졸,재혼,월세,3,자영업,23217671,1,830000,280000,89000,28820000,3,2
551,은미화,1960,6,17,여,59,광주광역시,010-3465-2410,박사,사실혼,가족소유,7,학생,1865722,0,840000,274000,86000,29080000,8,7
552,엄재선,2003,1,5,남,16,서울특별시,010-3813-7208,중졸,기혼,자가소유,6,주부,27926029,0,840000,284000,98000,29550000,6,7
553,염리나,1951,6,4,남,68,경기도,010-4452-3540,석사,비혼,월세,7,학생,19399737,2,25470000,85000,0,12900000,7,3
554,요은혜,1954,7,30,여,65,경상북도,010-2840-2155,초대졸,사별,가족소유,6,주부,90844531,1,31480000,84000,0,17080000,9,2
555,예민영,1943,8,13,여,76,부산광역시,010-3513-1965,박사,기혼,자가소유,6,주부,199958826,1,31510000,79000,0,17020000,3,1
556,심민율,1976,12,5,여,43,경기도,010-0350-0474,초대졸,사실혼,전세,0,NULL,114318705,0,31600000,92000,0,17160000,2,2
557,송준오,2010,8,30,남,9,충청북도,010-1541-2949,대졸,사별,가족소유,8,무직,31631755,1,31930000,85000,0,17450000,5,2
558,견현미,1980,9,29,여,39,제주특별자치도,010-0649-3016,중졸,사실혼,전세,7,학생,100619883,0,32400000,90000,0,17680000,5,6
559,하유정,1972,3,28,남,47,제주특별자치도,010-5733-7832,중졸,이혼,가족소유,4,계열사직원,204524813,1,32530000,88000,0,17760000,5,7
560,탁근수,1946,2,19,남,73,울산광역시,010-6206-1062,석사,사별,자가소유,3,자영업,193132404,1,32630000,91000,0,17850000,9,6
561,우선화,1953,3,12,여,66,경기도,010-9435-0539,중졸,미혼,자가소유,3,자영업,18647376,0,33050000,88000,0,18160000,9,4
562,지병헌,1981,9,28,여,38,광주광역시,010-8277-9055,석사,기혼,월세,8,무직,42572459,0,33500000,85000,0,18320000,7,5
563,어시진,1968,5,24,여,51,제주특별자치도,010-2617-8354,박사,이혼,자가소유,6,주부,95336735,2,33770000,92000,0,18460000,3,5
564,교순영,1943,8,11,남,76,제주특별자치도,010-1281-3740,초졸,기혼,자가소유,8,무직,121576412,1,33980000,99000,0,18630000,5,0
565,남혜수,1963,12,16,여,56,부산광역시,010-1858-0243,대졸,기혼,월세,8,무직,7212757,2,34020000,97000,0,18420000,4,4
566,낭원준,1952,12,26,남,67,서울특별시,010-1394-5914,석사,사실혼,자가소유,1,회사원,123420747,0,34330000,93000,0,18480000,1,1
567,좌주상,1963,8,9,여,56,광주광역시,010-4297-3731,박사,비혼,전세,6,주부,28759939,2,34460000,88000,0,18630000,6,4
568,금은설,1967,5,16,남,52,경기도,010-9466-8158,초대졸,사실혼,전세,8,무직,282708645,0,34610000,101000,0,18810000,4,2
569,채영일,1965,12,6,여,54,인천광역시,010-0817-1561,박사,미혼,가족소유,3,자영업,99366324,1,34650000,94000,0,18920000,5,8
570,차승만,1971,8,2,여,48,서울특별시,010-8681-7057,초졸,사실혼,자가소유,3,자영업,4216885,0,35020000,102000,0,19130000,2,4
571,제미경,1952,11,16,남,67,제주특별자치도,010-1519-8881,대졸,재혼,가족소유,3,자영업,6063995,1,35300000,97000,0,19380000,9,4
572,정민균,1976,1,30,여,43,서울특별시,010-0863-3921,박사,사실혼,전세,0,NULL,134531195,0,35000000,103000,0,19250000,10,7
573,심은숙,1956,12,16,남,63,강원도,010-3259-6524,대졸,재혼,자가소유,7,학생,133482136,2,34800000,97000,0,19210000,8,7
574,매상은,1981,4,28,남,38,제주특별자치도,010-8390-7312,박사,기혼,전세,3,자영업,198231887,2,34600000,100000,0,19120000,10,9
575,홍태민,1970,4,22,여,49,전라남도,010-3880-5294,박사,이혼,월세,3,자영업,259506455,0,34420000,98000,0,19110000,5,4
576,아혜정,1936,6,28,여,83,광주광역시,010-6459-8452,석사,이혼,전세,0,NULL,12639687,1,34420000,110000,0,19170000,10,8
577,류주선,1952,5,4,남,67,전라남도,010-0707-2728,고졸,비혼,가족소유,3,자영업,27870801,1,630000,167000,57000,26160000,10,6
578,추하람,2006,8,10,남,13,전라남도,010-7781-3017,고졸,기혼,전세,3,자영업,11055965,2,700000,216000,73000,32420000,1,3
